Name,Rating,Review,Tags
"The Winter of Red Snow: The Revolutionary War Diary of Abigail Jane Stewart, Valley Forge, Pennsylvania, 1777",3.9,Very good,Historical-Historical Fiction
Prince of Dreams,3.54,Very good,Romance
Time to Let Go,3.98,Very good,Young Adult
"My Mother She Killed Me, My Father He Ate Me: Forty New Fairy Tales",3.61,Very good,Short Stories
Recovery Road,3.78,Very good,Young Adult
Last Kiss Goodnight,3.84,Very good,Romance-Paranormal Romance
Ø£ÙØ±ÙØ¨Ø§ Ø§ÙÙØ³Ø·Ù 2,4.12,Very good,History
No Talking,3.95,Very good,Realistic Fiction
Into the Storm,3.95,Very good,Science Fiction
LOVING OUR PARENTS,4.45,Very good,Religion-Islam
Champagne and Lemon Drops,3.32,Good,Romance
Shadow Castle,4.39,Very good,Fantasy
Innumeracy: Mathematical Illiteracy and Its Consequences,3.8,Very good,Nonfiction
Kiss & Ride,4.0,Very good,---
Angelwalk,3.86,Very good,Christian Fiction
Making Motions,4.06,Very good,Romance
Undone,3.93,Very good,Romance
Just Ella,4.16,Very good,Romance
I Heart Bloomberg,3.48,Good,Christian Fiction
Onward Towards Our Noble Deaths,4.01,Very good,Sequential Art-Manga
Le valeureux guerrier,3.88,Very good,Historical
The Forsaken,4.35,Very good,Paranormal-Vampires
Tattercoats,3.5,Very good,Childrens-Picture Books
Silenced,4.37,Very good,Christian Fiction
Teryosha,3.3,Good,Fiction
Deadly Forecast,4.22,Very good,Mystery
Fall into You,4.25,Very good,Erotica-BDSM
Father-Daughter Incest,4.21,Very good,Psychology
Brody's Ghost Volume 5,4.29,Very good,Sequential Art-Graphic Novels
"Les soirÃ©es de MÃ©dan (Zola, Maupassant, Hennique, ...)",3.28,Good,Short Stories
Serpent's Kiss,3.82,Very good,Fantasy
A Cold Winter,4.38,Very good,---
Ð¤.Ð.,3.76,Very good,Cultural-Russia
Vampire Box Set 8 Books,3.81,Very good,Paranormal-Vampires
A Passage of Threats,4.6,Excellent,Fantasy
Zeus and the Thunderbolt of Doom,3.87,Very good,Fantasy-Mythology
Deserter from Death: Dispatches from Western Europe 1950-2000,5.0,Excellent,History
Broken Wings,4.2,Very good,Romance
Satan's Property,3.78,Very good,Romance
Terayama ShÅ«ji gekijÅ bijutsukan =: The Terayama Shuji theatre-museum,4.5,Excellent,---
Omoo: A Narrative of Adventures in the South Seas,3.52,Very good,Fiction
Burung-Burung Manyar,4.13,Very good,Novels
"Cathy's Ring: If Found, Please Call 650-266-8263",3.78,Very good,Young Adult
The Ghost and the Graveyard,3.65,Very good,Fantasy-Paranormal
Footloose,3.88,Very good,Young Adult
Batman: Whatever Happened to the Caped Crusader?,3.98,Very good,Sequential Art-Comics
A Lotus for Miss Quon,3.57,Very good,Mystery
John Difool 6. In nÃ¤chster NÃ¤he,4.13,Very good,Sequential Art-Comics
Flying Fish,3.69,Very good,Romance-M M Romance
I Was the Jukebox: Poems,4.24,Very good,Poetry
Reunited,3.65,Very good,Young Adult
In the Dark of the Night,3.88,Very good,Horror
"Heartless, Part Two",4.5,Excellent,Romance
Roswell,4.06,Very good,Science Fiction
In the Kingdom of Men,3.41,Good,Fiction
House of Royals,3.86,Very good,Fantasy-Paranormal
Am dreizehnten Tag,3.57,Very good,Fantasy
Finding Us,4.0,Very good,New Adult
Vengeance,3.77,Very good,Fantasy
Turning Curse,3.76,Very good,Fantasy
Lanark,4.1,Very good,Fiction
ÙØ¬Ø¹ Ø§ÙØ¨Ø¹Ø§Ø¯,3.52,Very good,Novels
Rowan Hood: Outlaw Girl of Sherwood Forest,3.74,Very good,Fantasy
Jurnal 2003 - 2009,4.12,Very good,European Literature-Romanian Literature
Take Me to Paradise,3.91,Very good,Romance
Poesias,4.3,Very good,Poetry
Hannibal: Fields of Blood,4.26,Very good,Historical-Historical Fiction
Fractured,4.32,Very good,Romance
L'ospite inquietante. Il nichilismo e i giovani,3.65,Very good,Philosophy
Crazy Summer,4.06,Very good,Fiction
Touchstone,3.81,Very good,Mystery
HÃ¤rÃ¤ntappoase,3.11,Good,European Literature-Finnish Literature
The Unfairest of Them All,4.15,Very good,Fantasy
The 13-Storey Treehouse,4.05,Very good,Humor
Lady Maybe,3.77,Very good,Historical-Historical Fiction
Raptor 6,4.23,Very good,Christian Fiction
Trafficking Womenâs Human Rights,3.87,Very good,Reference-Research
The Mysterious Portrait,4.0,Very good,Cultural-Russia
The Dog in the Manger,3.67,Very good,Plays
O Velho Que Esperava Por D. Sebastiao,3.0,Good,---
The Unpredictable Consequences of Love,3.9,Very good,Womens Fiction-Chick Lit
A Murmur in the Trees,4.34,Very good,Poetry
Quails 101: The Most Asked Questions And Answers On Quail Farming,4.25,Very good,---
Fatima the Spinner and the Tent,4.41,Very good,Childrens-Picture Books
The Trouble With Emma,3.77,Very good,Womens Fiction-Chick Lit
An Infamous Army,3.64,Very good,Romance
On ne badine pas avec l'amour,3.74,Very good,Classics
UFO & IFO: A Factual Report on Flying Saucers,4.0,Very good,Folklore-Monsters
Kicking Off: Why hooliganism and racism are killing football,3.33,Good,Football
Secret,4.21,Very good,Romance-M M Romance
My Roommate's Girl,3.55,Very good,New Adult
"Berlin, Vol. 2: City of Smoke",4.12,Very good,Sequential Art-Graphic Novels
Switch,4.2,Very good,Romance
Jillian Jiggs,4.31,Very good,Childrens-Picture Books
I'll Be Seeing You,4.01,Very good,Young Adult
How to Live with a Psychic: Your Guide for Maintaining a Happy Relationship when Someone You Love Gets Weird,4.6,Excellent,---
Wege im Sand,4.06,Very good,Fiction
The Arcades Project,4.45,Very good,Philosophy
Ironhand,3.96,Very good,Fantasy
Les Catilinaires,3.6,Very good,Fiction
Redemption,3.9,Very good,Fantasy
Ett Ã¶ga rÃ¶tt,3.33,Good,Fiction
The Beast,4.46,Very good,Fantasy-Paranormal
Nexus,4.04,Very good,Young Adult
The Impostor Queen,3.71,Very good,Fantasy
Fierce Obsessions,4.2,Very good,Fantasy-Paranormal
Fighting Absolution,4.51,Excellent,Romance
The Night Bird,3.99,Very good,Mystery
An Introduction to the Old Testament,4.03,Very good,Religion-Theology
Feminism is for Everybody: Passionate Politics,4.14,Very good,Feminism
Il ladro di fulmini,4.25,Very good,Fantasy
Apocalypse Taco,3.38,Good,Sequential Art-Graphic Novels
Julie's Wolf Pack,4.0,Very good,Fiction
Life and Death of Krishnamurti,4.02,Very good,---
The Unseen Guest,4.07,Very good,Mystery
Wanted By The Devil,3.62,Very good,Romance
Wyspy bezludne,4.29,Very good,History
Billionaire Boy,4.22,Very good,Childrens
Counting Thyme,4.27,Very good,Childrens-Middle Grade
"Heroes: Mortals and Monsters, Quests and Adventures",4.31,Very good,Fantasy-Mythology
Dark and Deepest Red,3.66,Very good,Fantasy
The Complex Infrastructure Known as the Female Mind: According to Relient K,3.7,Very good,Nonfiction
The Bum's Rush,3.97,Very good,Mystery
The Pink Ghetto,3.43,Good,Womens Fiction-Chick Lit
Slightly Single,3.47,Good,Womens Fiction-Chick Lit
Midnight is a Lonely Place,4.02,Very good,Historical-Historical Fiction
The Cloud of Unknowing and The Book of Privy Counseling,4.33,Very good,Spirituality
How to Talk Dirty and Influence People,4.0,Very good,Nonfiction
The Emperor of Dreams,4.12,Very good,Fantasy
If You Give a Moose a Muffin Recipe Book,4.06,Very good,Childrens-Picture Books
Chill Factor,3.89,Very good,Fantasy-Urban Fantasy
Afterglow and Nightfall,4.0,Very good,Historical-Historical Fiction
The Inquisitors' Manual,4.09,Very good,Fiction
"Eyeshield 21, Vol. 9: Hell is for Devil Bats",4.33,Very good,Sequential Art-Manga
The Crazed,3.5,Very good,Fiction
"Yellow, Volume 01",4.02,Very good,Sequential Art-Manga
A Map of the World,3.81,Very good,Fiction
52 Pickup,3.94,Very good,Fiction
Black Moon Inn,4.47,Very good,Fantasy-Urban Fantasy
Owls in the Family,4.07,Very good,Fiction
The Poems of Gerard Manley Hopkins,4.3,Very good,Poetry
The Imperial Cruise: A Secret History of Empire and War,3.59,Very good,History
"I Love You, Beth Cooper",3.29,Good,Humor
As Time Goes By,4.09,Very good,Historical-Historical Fiction
A Deeper Sleep,4.13,Very good,Mystery
Alamat ng Gubat,3.69,Very good,Humor
The Attenbury Emeralds,3.85,Very good,Mystery
Common Sense in Chess,3.59,Very good,Games-Chess
A Labour of Love,4.22,Very good,Fiction
Shadows of Doom,3.89,Very good,Fantasy
Liberta-me,4.26,Very good,Art
"Kingdom Hearts, Vol. 2",4.1,Very good,Sequential Art-Manga
"My Secret War: The World War II Diary of Madeline Beck, Long Island, New York 1941",3.98,Very good,Historical-Historical Fiction
Ruler of the Realm,3.91,Very good,Fantasy
Legacy,3.77,Very good,Science Fiction
Lady in Red,3.95,Very good,Romance-Historical Romance
The Capricorn Stone,3.91,Very good,Romance
Permanent Midnight,3.95,Very good,Autobiography-Memoir
Fury of the Phoenix,3.96,Very good,Fantasy
Maailman ihanin tyttÃ¶,4.31,Very good,Nonfiction
nightrise,3.96,Very good,GLBT-Lesbian
La Louve de France,4.16,Very good,Historical-Historical Fiction
Dark Secret,4.22,Very good,Romance-Paranormal Romance
"The Bourne Supremacy. Part 1 of 2 (Jason Bourne, #2.1)",4.32,Very good,Fiction
Medallion,3.99,Very good,Fantasy
Elia Kazan: A Life,4.18,Very good,Biography
Devour,4.03,Very good,Paranormal-Vampires
"Monolithos: Poems, 1962 and 1982",4.34,Very good,Poetry
Kingdom of Shadows,4.21,Very good,Historical-Historical Fiction
Hair,3.0,Good,Plays
Hunted by the Others,3.59,Very good,Fantasy-Urban Fantasy
Highlander for the Holidays,4.28,Very good,Romance
Whisper Kiss,4.19,Very good,Romance-Paranormal Romance
Doctor Who: Timewyrm-Exodus,3.63,Very good,Media Tie In-Doctor Who
The In Death Collection: Books 26-29,4.68,Excellent,Mystery
The God Boy,3.52,Very good,Fiction
The Word of Promise Complete Audio Bible: NKJV,4.57,Excellent,Religion
A Heritage of Shadows,3.85,Very good,Romance
Beautiful Girlhood,3.93,Very good,Nonfiction
"The World as Will and Representation, Vol. 2",4.23,Very good,Philosophy
Lost & Found,4.18,Very good,Sequential Art-Graphic Novels
ÐÐ°Ðº Ð´Ð° Ð½Ð°ÑÐ¸ÑÑÐ²Ð°Ñ Ð¿ÑÐ¸ÑÐ°,4.49,Very good,Poetry
Legacy,4.09,Very good,Adventure
Dark Tide I: Onslaught,3.74,Very good,Media Tie In-Star Wars
"Eurico, O PresbÃ­tero",3.43,Good,Classics
The Changing of the Guard,3.92,Very good,Media Tie In-Star Wars
Hour of the Lion,4.14,Very good,Fantasy-Paranormal
The Dark Days Club,3.78,Very good,Fantasy
Letters to Karen: On Keeping Love in Marriage (Abingdon Classics Series),3.93,Very good,Nonfiction
Hunted,4.07,Very good,Fantasy-Paranormal
A Wizard Abroad,4.01,Very good,Fantasy
Jake's Long Shadow,3.88,Very good,Fiction
Case Histories 1,3.78,Very good,Psychology
Management and Organisational Behaviour,3.0,Good,---
Five Days in Paris,3.58,Very good,Romance
The Death of Grass,3.87,Very good,Science Fiction
Ø§ÙØ¬ÙÙØ¨ Ø§ÙÙØ§Ø«ÙÙÙÙÙ,3.86,Very good,History
Î¤Î± ÎÎ¹Î·Î³Î®Î¼Î±ÏÎ±,4.16,Very good,Short Stories
"Good-Bye, Eva?",3.49,Good,Childrens
Superman: Phantom Zone,3.43,Good,Sequential Art-Comics
The Haunted Bridge,3.93,Very good,Mystery
Ø§ÙØ±Ø³Ù Ø¨Ø§ÙÙÙÙØ§Øª,3.94,Very good,Poetry
Ghosts And Gravestones Of Haworth,3.85,Very good,History
Prince of Shadows,3.77,Very good,Romance
The Janus Reprisal,4.15,Very good,Thriller
"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",3.3,Good,Nonfiction
Glimpse,3.84,Very good,Young Adult
First Flight,4.32,Very good,Young Adult
"R-T, Margaret, and the Rats of NIMH",3.56,Very good,Fantasy
Racso and the Rats of NIMH,3.77,Very good,Fantasy
The church and the Jews: The biblical relationship,5.0,Excellent,Religion-Theology
Ø±ÙØ³Ù ÙØ§ÙØ«ÙØ±Ø© 1,3.85,Very good,History
Anarkai,3.3,Good,Young Adult
Calling Dr. Laura,3.83,Very good,Sequential Art-Graphic Novels
Venus Among the Fishes,3.86,Very good,Childrens
Winning Appeal,3.67,Very good,Romance
Wish Me Tomorrow,4.03,Very good,Romance
James Potter and the Morrigan Web,4.21,Very good,Fantasy
Big Nate: In a Class by Himself,4.21,Very good,Sequential Art-Graphic Novels
Sammy Keyes and the Cold Hard Cash,4.16,Very good,Mystery
Sun Chief: The Autobiography of a Hopi Indian,3.78,Very good,History
I Dare,3.99,Very good,Cultural-India
à¤¸à¥à¤µà¤¾à¤®à¥,4.32,Very good,Literature-Marathi
Campos de fresas,3.31,Good,Young Adult
A Mutual Favor,3.54,Very good,Romance
The Secret Life of Sparrow Delaney,3.87,Very good,Young Adult
Le Guerrier Irlandais,3.73,Very good,Romance-Historical Romance
The Wicked,4.41,Very good,Fantasy-Paranormal
The Hunter and the Quail,3.0,Good,---
Lethal Outlook,4.13,Very good,Mystery
Daddy Was a Number Runner,4.16,Very good,Fiction
Obsession,3.86,Very good,Erotica-BDSM
The Adventures of Mr. Nicholas Wisdom,3.12,Good,European Literature-Polish Literature
Provenance,3.73,Very good,Fantasy
The Stranger,4.04,Very good,Amish
A Love like This,4.41,Very good,Romance
The Spinoza Trilogy,4.14,Very good,Fantasy-Paranormal
Hugo Pepper,4.07,Very good,Fantasy
The Jaguar Princess,3.92,Very good,Fantasy
"Northern Travel: Summer and Winter Pictures Of Sweden, Denmark and Lapland",4.15,Very good,Autobiography-Memoir
The Courage to Create,4.11,Very good,Psychology
Nightfall,3.66,Very good,Romance-Paranormal Romance
Kick the Candle,4.1,Very good,Fantasy-Paranormal
Wisdom of the Idiots,4.27,Very good,Philosophy
"You Find Him, I'll Fix Him",3.73,Very good,Mystery
Der Incal Bd. 4: In hÃ¶chsten HÃ¶hen,4.12,Very good,Sequential Art-Comics
Beyond Eden,3.88,Very good,Erotica-BDSM
Rae of Hope,3.95,Very good,Fantasy
Acts of Passion,3.65,Very good,Romance-M M Romance
Out of the Darkness: My Journey of Recovery From Life With a Monster,4.25,Very good,Nonfiction
"Heartless, Part One",4.47,Very good,Romance
The Colorado Kid,3.33,Good,Mystery
The Forgotten Holocaust,4.21,Very good,Thriller
Die Stadt der KÃ¶nige: Der geheime SchlÃ¼ssel - Band 2 (German Edition),4.75,Excellent,---
Sinners at the Altar,4.06,Very good,Romance
Ø­ÙØ§ÙØ§Øª ÙÙ ÙØ¶Ù Ø§ÙÙÙ Ø¹Ø«ÙØ§Ù,3.48,Good,---
Discovering Us,4.09,Very good,New Adult
Time's Arrows: Scientific Attitudes Toward Time,3.61,Very good,Science
Royal Theft,4.0,Very good,Young Adult
Contes Du Pelech (1884),4.11,Very good,Cultural-Romania
The Collected Stories,4.46,Very good,Short Stories
O guarani,3.36,Good,Classics
Hannibal: Clouds of War,4.24,Very good,Historical-Historical Fiction
Mended,4.27,Very good,Romance
Magic in the Mix,4.0,Very good,Fantasy
Borrower of the Night,3.74,Very good,Mystery
The Storybook of Legends,4.07,Very good,Fantasy
At Love's Bidding,4.02,Very good,Christian Fiction
Dark Wild Night,4.0,Very good,Romance
Creation in Death,4.37,Very good,Mystery
Let the Wrong Light In,3.86,Very good,Romance-M M Romance
PoÃ©sies complÃ¨tes,4.34,Very good,Poetry
[Gardish-e-Rang-e-Chaman] Ú¯Ø±Ø¯Ø´Ù Ø±ÙÚ¯Ù ÚÙÙ,3.69,Very good,Fiction
The Five Stages of Andrew Brawley,4.0,Very good,LGBT
Muffin (House of Assignation SEries),5.0,Excellent,---
Poems,4.23,Very good,Poetry
Deception,3.68,Very good,Romance
What We Find,3.96,Very good,Romance
Blackbeard: America's Most Notorious Pirate,3.48,Good,History
The Portable Dante,4.22,Very good,Poetry
Who Needs Mr Willoughby?,3.95,Very good,Contemporary
"The Americans, Vol. 3: The Democratic Experience",4.09,Very good,History
Surviving the Storm,4.09,Very good,Romance
Brody's Ghost Volume 6,4.36,Very good,Sequential Art-Graphic Novels
A Ride of Peril,4.6,Excellent,Fantasy
My Winnipeg,4.4,Very good,Culture-Film
Tristes TrÃ³picos,4.15,Very good,Anthropology
The Nine Lives Of Montezuma,3.92,Very good,Animals
"Berlin, Vol. 1: City of Stones",3.94,Very good,Sequential Art-Graphic Novels
The Connection,4.33,Very good,Romance
Ø§Ú©ÙÙÙ ÙÛØ§Ù Ø¯Ù ÙÛÚ,3.82,Very good,Poetry
The Journal CEO Magazine: A Personal Journaling Magazine,4.69,Excellent,---
Silvertongue,4.03,Very good,Fantasy
Untangled: Guiding Teenage Girls Through the Seven Transitions into Adulthood,4.49,Very good,Parenting
My Point... And I Do Have One,3.67,Very good,Humor
Fish in a Tree,4.29,Very good,Childrens-Middle Grade
Savage Urges,4.25,Very good,Fantasy-Paranormal
How to Read the Psalms,3.96,Very good,Religion-Theology
Quiet Girl in a Noisy World: An Introvert's Story,4.33,Very good,Sequential Art-Graphic Novels
Wild America,4.3,Very good,Animals-Birds
UnBound,4.24,Very good,Young Adult
Friends,4.12,Very good,Childrens-Picture Books
Mr. Standfast,3.85,Very good,Fiction
The Best We Could Do,4.38,Very good,Sequential Art-Graphic Novels
The Unmapped Sea,4.24,Very good,Mystery
Claw 3,4.33,Very good,Romance-Erotic Romance
Algunos Pameos y otros Prosemas,4.15,Very good,Poetry
The Keeper,3.92,Very good,Fantasy
Storia di una ladra di libri,4.37,Very good,Historical-Historical Fiction
"Itâs Not Me, Itâs You",3.86,Very good,Womens Fiction-Chick Lit
The Cinderella Pact,3.72,Very good,Womens Fiction-Chick Lit
"The Bureau and the Mole: The Unmasking of Robert Philip Hanssen, the Most Dangerous Double Agent in FBI History",3.53,Very good,Nonfiction
LaBrava,3.8,Very good,Mystery
The Rock of Tanios,3.95,Very good,Fiction
Afternoon of  an Autocrat,3.98,Very good,Historical-Historical Fiction
The 6th Target,4.04,Very good,Mystery
Pavane,3.71,Very good,Science Fiction
"Yellow, Volume 02",4.13,Very good,Sequential Art-Manga
The Wife,3.69,Very good,Fiction
Home Again at Last,4.16,Very good,Historical-Historical Fiction
"The Dilbert Principle: A Cubicle's-Eye View of Bosses, Meetings, Management Fads & Other Workplace Afflictions",3.93,Very good,Humor
Master of Swords,4.19,Very good,Romance-Paranormal Romance
The Soul Brothers and Sister Lou,4.11,Very good,Fiction
Rabbit at Rest,3.98,Very good,Fiction
Coyote Blue,3.78,Very good,Fiction
A Grave Denied,4.29,Very good,Mystery
Stainless Longganisa,3.82,Very good,Humor
An Act of Peace,3.93,Very good,Fiction
The Darkest Day,3.93,Very good,Fantasy
"Epiphany: True Stories of Sudden Insight to Inspire, Encourage, and Transform",3.54,Very good,Nonfiction
Even Vampires Get the Blues,4.02,Very good,Paranormal-Vampires
The Dark Valley: A Panorama of the 1930s,4.16,Very good,History
Knighthorse,4.06,Very good,Mystery
The Purple Emperor,3.84,Very good,Fantasy
Anvil of Stars,3.92,Very good,Science Fiction
The Luck of Huemac,4.33,Very good,Historical-Historical Fiction
The Taming,3.96,Very good,Romance
Monsieur Pain,3.35,Good,Fiction
The Timegod,4.06,Very good,Science Fiction
Russian Fairy Tales,4.19,Very good,Fantasy-Fairy Tales
Riding Camp,3.82,Very good,Animals-Horses
Subject Seven,3.39,Good,Young Adult
